2,20.312824
3,22.314737
4,24.313526
5,26.312384
6,28.311172
7,30.318449
8,32.317329
9,34.316235
10,36.323612
11,38.322613
12,40.321564
13,42.329037
14,44.328102
15,46.327274
16,48.326378
17,50.333801
18,52.333057
19,54.332249
20,56.33144
21,58.33897
22,60.338264
23,62.337456
24,64.336777
25,66.336037
26,68.343605
27,70.342957
28,72.342278
29,74.34156
30,76.340866
31,78.348511
32,80.347816
33,82.34713
34,84.346451
35,86.345718
36,88.353325
37,90.35273
38,92.352066
39,94.351334
40,96.350616
41,98.358299
42,100.357529
43,102.356667
44,104.355965
45,106.355164
46,108.362663
47,110.361847
48,112.361
49,114.360153
50,116.367615
51,118.366714
52,120.365784
53,122.373192
54,124.372185
55,126.371101
56,128.378433
57,130.377365
58,132.376221
59,134.375107
60,136.382263
61,138.380951
62,140.379745
63,142.38681
64,143.32782
65,143.67897
66,147.677124
67,151.67218
68,155.683868
69,159.678925
