0,0.026305
0.010034,1.001603
0.020069,0.996358
0.030103,0.966411
0.040138,0.933343
0.050172,0.928206
0.060206,0.909246
0.070241,0.85302
0.080275,0.719638
0.09031,0.683671
0.100344,0.761427
0.110379,0.759114
0.120413,0.826924
0.130447,0.84767
0.140482,0.911957
0.150516,1.00157
0.160551,1.094053
0.170585,1.278344
0.180619,1.533045
0.190654,1.783911
0.200688,2.0082
0.210723,2.087959
0.220757,2.156233
0.230792,2.194993
0.240826,2.218135
0.25086,2.207664
0.260895,2.179021
0.270929,1.871418
0.280964,1.851782
0.290998,1.861933
0.301032,1.844418
0.311067,1.837857
0.321101,1.827104
0.331136,1.798458
0.34117,1.760731
0.351205,1.736398
0.361239,1.774357
0.371273,1.717122
0.381308,1.725963
0.391342,1.719177
0.401377,1.699329
0.411411,1.715301
0.421445,1.736544
0.43148,1.712794
0.441514,1.716639
0.451549,1.720973
0.461583,1.723938
0.471617,1.705881
0.481652,1.716937
0.491686,1.712625
0.501721,1.687405
0.511755,1.704982
0.52179,1.697461
0.531824,1.706371
0.541858,1.700507
0.551893,1.696153
0.561927,1.704633
0.571962,1.689683
0.581996,1.713834
0.59203,1.702758
0.602065,1.705958
0.612099,1.713494
0.622134,1.71639
0.632168,1.719812
0.642203,1.714581
0.652237,1.721716
0.662271,1.725142
0.672306,1.738692
0.68234,1.74241
0.692375,1.722191
0.702409,1.701672
0.712443,1.688531
0.722478,1.694267
0.732512,1.702175
0.742547,1.699957
0.752581,1.696272
0.762616,1.710452
0.77265,1.708216
0.782684,1.711562
0.792719,1.707457
0.802753,1.708862
0.812788,1.69653
0.822822,1.676899
0.832856,1.681038
0.842891,1.691329
0.852925,1.687057
0.86296,1.678461
0.872994,1.698221
0.883029,1.72201
0.893063,1.704076
0.903097,1.700596
0.913132,1.701826
0.923166,1.68542
0.933201,1.684007
0.943235,1.682668
0.953269,1.668096
0.963304,1.679181
0.973338,1.681369
0.983373,1.670884
0.993407,1.666658
1.003441,1.667548
1.013476,1.6754
1.02351,1.683269
1.033545,1.691605
1.043579,1.706413
1.053614,1.713008
1.063648,1.699034
1.073682,1.701044
1.083717,1.713134
1.093751,1.700567
1.103786,1.681141
1.11382,1.680522
1.123855,1.692799
1.133889,1.700892
1.143923,1.709093
1.153958,1.725637
1.163992,1.734587
1.174026,1.731451
1.184061,1.733239
1.194095,1.752202
1.20413,1.765263
1.214164,1.744637
1.224199,1.73839
1.234233,1.755333
1.244267,1.753309
1.254302,1.737794
1.264336,1.72734
1.274371,1.72345
1.284405,1.718954
1.29444,1.744882
1.304474,1.759811
1.314508,1.761777
1.324543,1.758632
1.334577,1.761875
1.344612,1.777177
1.354646,1.785138
1.36468,1.774634
1.374715,1.759584
1.384749,1.749455
1.394784,1.738768
1.404818,1.726176
1.414852,1.715262
1.424887,1.713103
1.434921,1.722935
1.444956,1.741112
1.45499,1.74834
1.465025,1.742532
1.475059,1.731815
1.485093,1.725778
1.495128,1.748505
1.505162,1.762458
1.515197,1.763994
1.525231,1.755353
1.535265,1.756456
1.5453,1.758278
1.555334,1.753153
1.565369,1.742156
1.575403,1.741546
1.585438,1.748713
1.595472,1.751384
1.605506,1.74536
1.615541,1.735888
1.625575,1.737231
1.63561,1.738513
1.645644,1.73289
1.655679,1.72541
1.665713,1.724662
1.675747,1.726256
1.685782,1.721123
1.695816,1.718642
1.70585,1.724334
1.715885,1.740945
1.725919,1.742733
1.735954,1.73351
1.745988,1.720523
1.756023,1.729235
1.766057,1.736479
1.776091,1.737873
1.786126,1.726568
1.79616,1.714757
1.806195,1.706291
1.816229,1.703501
1.826264,1.701502
1.836298,1.697041
1.846332,1.689752
1.856367,1.689037
1.866401,1.689442
1.876436,1.690863
1.88647,1.69398
1.896504,1.688281
1.906539,1.674824
1.916573,1.668012
1.926608,1.665612
1.936642,1.667461
1.946676,1.675166
1.956711,1.680318
1.966745,1.682647
1.97678,1.676585
1.986814,1.67017
1.996849,1.663884
2.006883,1.653481
2.016917,1.642357
2.026952,1.630912
2.036986,1.621275
2.047021,1.613206
2.057055,1.608848
2.06709,1.602967
2.077124,1.596766
2.087158,1.600086
2.097193,1.606542
2.107227,1.616337
2.117262,1.614062
2.127296,1.608752
2.13733,1.599964
2.147365,1.590321
2.157399,1.579561
2.167434,1.560669
2.177468,1.551006
2.187502,1.552687
2.197537,1.558476
2.207571,1.564578
2.217606,1.568742
2.22764,1.571825
2.237674,1.574007
2.247709,1.558495
2.257743,1.542489
2.267778,1.530225
2.277812,1.529896
2.287847,1.537735
2.297881,1.529036
2.307915,1.517772
2.31795,1.502799
2.327984,1.504007
2.338019,1.515405
2.348053,1.51828
2.358088,1.516515
2.368122,1.505112
2.378156,1.504661
2.388191,1.510178
2.398225,1.523495
2.40826,1.526305
2.418294,1.507376
2.428329,1.489671
2.438363,1.472528
2.448397,1.4726
2.458432,1.474267
2.468466,1.478905
2.478501,1.483835
2.488535,1.48839
2.498569,1.476418
2.508604,1.467
2.518638,1.461816
2.528672,1.462347
2.538707,1.464849
2.548741,1.463221
2.558776,1.465669
2.56881,1.474485
2.578845,1.472357
2.588879,1.465858
2.598913,1.452845
2.608948,1.446778
2.618982,1.450368
2.629017,1.447522
2.639051,1.442402
2.649086,1.434911
2.65912,1.428445
2.669154,1.423323
2.679189,1.419102
2.689223,1.416604
2.699258,1.423552
2.709292,1.435243
2.719326,1.452488
2.729361,1.463038
2.739395,1.468714
2.74943,1.457635
2.759464,1.445473
2.769499,1.432131
2.779533,1.421084
2.789567,1.411463
2.799602,1.406143
2.809636,1.403698
2.819671,1.40403
2.829705,1.403063
2.839739,1.40266
2.849774,1.405273
2.859808,1.40899
2.869843,1.413663
2.879877,1.408265
2.889911,1.404419
2.899946,1.411281
2.90998,1.415176
2.920015,1.41683
2.930049,1.396606
2.940084,1.378851
2.950118,1.376413
2.960152,1.380514
2.970187,1.388932
2.980221,1.397425
2.990256,1.404067
3.00029,1.405558
3.010324,1.404632
3.020359,1.402209
3.030393,1.393831
3.040428,1.387049
3.050462,1.384986
3.060497,1.386726
3.070531,1.390615
3.080565,1.397539
3.0906,1.406838
3.100634,1.421233
3.110669,1.422517
3.120703,1.416888
3.130738,1.41084
3.140772,1.409178
3.150806,1.41636
3.160841,1.411625
3.170875,1.401794
3.18091,1.401328
3.190944,1.405795
3.200978,1.419369
3.211013,1.41314
3.221047,1.398868
3.231082,1.390626
3.241116,1.387994
3.25115,1.394457
3.261185,1.393736
3.271219,1.390458
3.281254,1.388561
3.291288,1.389599
3.301322,1.395139
3.311357,1.395848
3.321391,1.395608
3.331426,1.402371
3.34146,1.411203
3.351495,1.422853
3.361529,1.419178
3.371563,1.411281
3.381598,1.406073
3.391632,1.404597
3.401667,1.407644
3.411701,1.411339
3.421736,1.416181
3.43177,1.427248
3.441804,1.429698
3.451839,1.423223
3.461873,1.411916
3.471908,1.402328
3.481942,1.407637
3.491976,1.410716
3.502011,1.411705
3.512045,1.414954
3.52208,1.422011
3.532114,1.444355
3.542149,1.456815
3.552183,1.460578
3.562217,1.455503
3.572252,1.4498
3.582286,1.447309
3.59232,1.436785
3.602355,1.419873
3.612389,1.413173
3.622424,1.410093
3.632458,1.414846
3.642493,1.420702
3.652527,1.427384
3.662561,1.429176
3.672596,1.42991
3.68263,1.428813
3.692665,1.432919
3.702699,1.440528
3.712734,1.437967
3.722768,1.435577
3.732802,1.435057
3.742837,1.443778
3.752871,1.458251
3.762906,1.461544
3.77294,1.465493
3.782974,1.471848
3.793009,1.475275
3.803043,1.477068
3.813078,1.463147
3.823112,1.452537
3.833147,1.449638
3.843181,1.447728
3.853215,1.44643
3.86325,1.45725
3.873284,1.465943
3.883319,1.470539
3.893353,1.46993
3.903387,1.467404
3.913422,1.478911
3.923456,1.489579
3.933491,1.498881
3.943525,1.499626
3.953559,1.49619
3.963594,1.482417
3.973628,1.46818
3.983663,1.453266
3.993697,1.453341
4.003732,1.459065
4.013766,1.466427
4.0238,1.473653
4.033835,1.4807
4.043869,1.502739
4.053904,1.526178
4.063938,1.513101
4.073973,1.496854
4.084007,1.476672
4.094041,1.476045
4.104076,1.481412
4.11411,1.488732
4.124145,1.491574
4.134179,1.489393
4.144213,1.485819
4.154248,1.482786
4.164282,1.485492
4.174316,1.480354
4.184351,1.466944
4.194386,1.458272
4.20442,1.453037
4.214454,1.46056
4.224489,1.467365
4.234523,1.473486
4.244557,1.478159
4.254592,1.482602
4.264627,1.48699
4.274661,1.480559
4.284695,1.464559
4.29473,1.451198
4.304764,1.441518
4.314798,1.44427
4.324833,1.450258
4.334867,1.458829
4.344902,1.462392
4.354936,1.464284
4.364971,1.462225
4.375005,1.4709
4.385039,1.487584
4.395074,1.486886
4.405108,1.482108
4.415143,1.469844
4.425177,1.469693
4.435211,1.477596
4.445246,1.479402
4.45528,1.477834
4.465315,1.469149
4.475349,1.460644
4.485384,1.452251
4.495418,1.452483
4.505452,1.456459
4.515487,1.467767
4.525521,1.476788
4.535555,1.484546
4.54559,1.480433
4.555624,1.475958
4.565659,1.470996
